IMD Rank,IMD Decile,ITL1,ITL2
22146,7,South West (England),Gloucestershire and Wiltshire
19677,6,South West (England),Gloucestershire and Wiltshire
21287,7,South West (England),Gloucestershire and Wiltshire
23303,7,South West (England),Gloucestershire and Wiltshire
20811,7,South West (England),Gloucestershire and Wiltshire
30752,10,South West (England),Gloucestershire and Wiltshire
17714,6,South West (England),Gloucestershire and Wiltshire
13551,5,South West (England),Gloucestershire and Wiltshire
23455,7,South West (England),Gloucestershire and Wiltshire
32282,10,South West (England),Gloucestershire and Wiltshire
26557,8,South West (England),Gloucestershire and Wiltshire
29096,9,South West (England),Gloucestershire and Wiltshire
28201,9,South West (England),Gloucestershire and Wiltshire
24444,8,South West (England),Gloucestershire and Wiltshire
25505,8,South West (England),Gloucestershire and Wiltshire
24837,8,South West (England),Gloucestershire and Wiltshire
33396,10,South West (England),Gloucestershire and Wiltshire
24216,8,South West (England),Gloucestershire and Wiltshire
22989,7,South West (England),Gloucestershire and Wiltshire
31523,10,South West (England),Gloucestershire and Wiltshire
25277,8,South West (England),Gloucestershire and Wiltshire
23939,8,South West (England),Gloucestershire and Wiltshire
25279,8,South West (England),Gloucestershire and Wiltshire
7961,3,South West (England),Gloucestershire and Wiltshire
11748,4,South West (England),Gloucestershire and Wiltshire
15226,5,South West (England),Gloucestershire and Wiltshire
11887,4,London,Inner London - East
14568,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
17035,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
17770,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
9645,3,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
7889,3,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
15751,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
12269,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
13563,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
16789,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
28142,9,South East (England),Kent
20662,7,South East (England),Kent
9906,3,South East (England),Hampshire and Isle of Wight
25325,8,London,Inner London - West
25966,8,London,Inner London - West
12673,4,London,Outer London - East and North East
13421,4,London,Outer London - East and North East
6361,2,London,Outer London - West and North West
4412,2,London,Outer London - West and North West
16444,5,South East (England),Hampshire and Isle of Wight
19410,6,South East (England),Hampshire and Isle of Wight
28038,9,South East (England),Hampshire and Isle of Wight
4605,2,South East (England),Hampshire and Isle of Wight
9418,3,South East (England),Hampshire and Isle of Wight
32105,10,South East (England),Hampshire and Isle of Wight
247,1,South East (England),Hampshire and Isle of Wight
29380,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
10087,3,London,Inner London - East
9230,3,London,Inner London - East
24634,8,London,Inner London - East
24781,8,London,Inner London - East
12385,4,London,Inner London - East
22407,7,London,Inner London - East
23423,7,London,Inner London - East
14470,5,London,Inner London - East
11368,4,London,Inner London - East
28567,9,London,Inner London - East
23371,7,London,Inner London - East
11237,4,London,Inner London - East
18498,6,London,Inner London - East
15484,5,London,Inner London - East
22837,7,London,Inner London - East
13155,4,London,Inner London - East
11209,4,London,Inner London - East
18839,6,London,Inner London - East
15748,5,London,Inner London - East
5982,2,London,Inner London - East
4277,2,London,Inner London - East
17138,6,London,Inner London - West
20986,7,London,Inner London - West
18060,6,London,Inner London - West
27386,9,East (England),Cambridgeshire and Peterborough
31775,10,East (England),Cambridgeshire and Peterborough
3187,1,South East (England),Kent
7555,3,South East (England),Kent
21110,7,East (England),Cambridgeshire and Peterborough
20895,7,London,Inner London - East
16439,5,South East (England),Kent
10329,4,South East (England),Kent
7978,3,South East (England),Kent
21615,7,South East (England),Kent
28473,9,South East (England),Kent
22385,7,South East (England),Kent
21472,7,South East (England),Kent
5503,2,South East (England),Kent
28969,9,South East (England),Kent
14181,5,South East (England),Kent
28134,9,South East (England),Kent
24715,8,South East (England),Kent
26177,8,South East (England),Kent
25611,8,South East (England),Kent
23151,7,South East (England),Kent
11802,4,South East (England),Kent
17173,6,South East (England),Kent
26451,8,South East (England),Kent
32176,10,South East (England),Kent
32243,10,South East (England),Kent
32164,10,South East (England),Kent
23573,7,South East (England),Kent
7180,3,South East (England),Kent
24496,8,South East (England),"Surrey, East and West Sussex"
4679,2,South East (England),"Surrey, East and West Sussex"
19032,6,South East (England),"Surrey, East and West Sussex"
28175,9,London,Inner London - East
15813,5,South East (England),"Surrey, East and West Sussex"
10342,4,South East (England),"Surrey, East and West Sussex"
29739,9,South East (England),"Surrey, East and West Sussex"
26377,8,South East (England),"Surrey, East and West Sussex"
32956,10,South East (England),"Surrey, East and West Sussex"
23179,7,South East (England),Hampshire and Isle of Wight
26160,8,South East (England),Hampshire and Isle of Wight
21651,7,South East (England),Hampshire and Isle of Wight
17418,6,South East (England),Hampshire and Isle of Wight
22966,7,South East (England),Hampshire and Isle of Wight
23033,7,South East (England),Hampshire and Isle of Wight
12881,4,South East (England),Hampshire and Isle of Wight
24126,8,South East (England),Hampshire and Isle of Wight
29115,9,South East (England),Hampshire and Isle of Wight
31708,10,South East (England),Hampshire and Isle of Wight
27689,9,South East (England),Hampshire and Isle of Wight
32173,10,South East (England),Hampshire and Isle of Wight
33023,10,South East (England),Hampshire and Isle of Wight
26554,8,South East (England),Hampshire and Isle of Wight
32127,10,South East (England),Hampshire and Isle of Wight
31399,10,South East (England),Hampshire and Isle of Wight
12023,4,South East (England),Hampshire and Isle of Wight
32747,10,South East (England),Hampshire and Isle of Wight
29232,9,South East (England),Hampshire and Isle of Wight
12045,4,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
15516,5,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
22496,7,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
12936,4,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
31521,10,South East (England),Hampshire and Isle of Wight
24217,8,South East (England),Hampshire and Isle of Wight
6424,2,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
4270,2,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
33426,10,Yorkshire and The Humber,West Yorkshire
30985,10,South East (England),Hampshire and Isle of Wight
1943,1,South East (England),Hampshire and Isle of Wight
2407,1,South East (England),Hampshire and Isle of Wight
28251,9,South East (England),Hampshire and Isle of Wight
23965,8,South East (England),Hampshire and Isle of Wight
8784,3,South East (England),Hampshire and Isle of Wight
19609,6,South East (England),Hampshire and Isle of Wight
31089,10,West Midlands (England),West Midlands
26856,8,West Midlands (England),West Midlands
1045,1,West Midlands (England),West Midlands
31311,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
31377,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
28775,9,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
30392,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
7046,3,West Midlands (England),Shropshire and Staffordshire
18669,6,West Midlands (England),Shropshire and Staffordshire
2098,1,West Midlands (England),Shropshire and Staffordshire
19578,6,West Midlands (England),Shropshire and Staffordshire
29270,9,West Midlands (England),Shropshire and Staffordshire
19234,6,West Midlands (England),Shropshire and Staffordshire
20501,7,West Midlands (England),Shropshire and Staffordshire
30524,10,North West (England),Merseyside
25265,8,North West (England),Merseyside
10708,4,North West (England),Greater Manchester
20211,6,North West (England),Greater Manchester
4720,2,North West (England),Greater Manchester
16927,6,North West (England),Greater Manchester
7322,3,North West (England),Greater Manchester
4181,2,North West (England),Greater Manchester
21211,7,North West (England),Greater Manchester
3385,2,Yorkshire and The Humber,West Yorkshire
18249,6,Yorkshire and The Humber,South Yorkshire
6383,2,Yorkshire and The Humber,South Yorkshire
27203,9,Yorkshire and The Humber,South Yorkshire
15137,5,Yorkshire and The Humber,South Yorkshire
9513,3,North West (England),Cheshire
15732,5,North West (England),Cheshire
7153,3,South West (England),Gloucestershire and Wiltshire
16291,5,South West (England),Gloucestershire and Wiltshire
16171,5,South West (England),Gloucestershire and Wiltshire
778,1,South West (England),Gloucestershire and Wiltshire
22575,7,South West (England),Gloucestershire and Wiltshire
30234,9,South West (England),Gloucestershire and Wiltshire
31625,10,South West (England),Gloucestershire and Wiltshire
7093,3,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
12967,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
24852,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
25131,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
28661,9,Yorkshire and The Humber,West Yorkshire
26497,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
33317,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
28002,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
28279,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
27382,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
32267,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
28796,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
14467,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
32214,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
29156,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
18774,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
11210,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
33078,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
27267,9,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
21487,7,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
30461,10,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
28687,9,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
27055,9,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
21879,7,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
19574,6,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
12885,4,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
25102,8,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
28379,9,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
23108,7,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
16208,5,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
3869,2,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
2631,1,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
15838,5,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
20954,7,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
25574,8,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
30896,10,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
29762,9,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
27517,9,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
10303,4,East Midlands (England),Lincolnshire
10118,3,East Midlands (England),Lincolnshire
18029,6,East Midlands (England),Lincolnshire
27099,9,East Midlands (England),Lincolnshire
28482,9,East Midlands (England),Lincolnshire
18342,6,East Midlands (England),Lincolnshire
32596,10,East Midlands (England),Lincolnshire
25880,8,East Midlands (England),Lincolnshire
8187,3,East Midlands (England),Lincolnshire
23779,8,East Midlands (England),Lincolnshire
21571,7,East Midlands (England),Lincolnshire
28466,9,East Midlands (England),Lincolnshire
30047,9,East Midlands (England),Lincolnshire
4674,2,London,Outer London - West and North West
12684,4,Yorkshire and The Humber,West Yorkshire
5543,2,Yorkshire and The Humber,West Yorkshire
15567,5,Yorkshire and The Humber,West Yorkshire
9101,3,Yorkshire and The Humber,West Yorkshire
14585,5,Yorkshire and The Humber,West Yorkshire
6531,2,Yorkshire and The Humber,West Yorkshire
25951,8,Yorkshire and The Humber,West Yorkshire
19971,6,Yorkshire and The Humber,West Yorkshire
5941,2,Yorkshire and The Humber,West Yorkshire
18279,6,East (England),Bedfordshire and Hertfordshire
17441,6,East (England),Bedfordshire and Hertfordshire
32984,10,East (England),Bedfordshire and Hertfordshire
30330,9,East (England),Bedfordshire and Hertfordshire
25617,8,East (England),Bedfordshire and Hertfordshire
22746,7,East (England),Bedfordshire and Hertfordshire
21787,7,East (England),Bedfordshire and Hertfordshire
26637,8,East (England),Bedfordshire and Hertfordshire
15171,5,London,Outer London - West and North West
7000,3,Yorkshire and The Humber,West Yorkshire
24404,8,Yorkshire and The Humber,West Yorkshire
27993,9,Yorkshire and The Humber,West Yorkshire
1856,1,Yorkshire and The Humber,West Yorkshire
21483,7,East (England),Norfolk
14103,5,East (England),Norfolk
10027,3,East (England),Norfolk
15649,5,East (England),Norfolk
7400,3,East (England),Norfolk
13314,4,East (England),Norfolk
18663,6,East (England),Norfolk
18325,6,East (England),Suffolk
25074,8,East (England),Suffolk
30687,10,East (England),Suffolk
5530,2,East (England),Suffolk
21557,7,East (England),Suffolk
14653,5,East (England),Suffolk
19071,6,East (England),Suffolk
31047,10,East (England),Suffolk
4515,2,East (England),Essex
19587,6,East (England),Essex
27845,9,East (England),Essex
17604,6,East (England),Essex
31357,10,East (England),Essex
22162,7,East (England),Essex
19794,6,West Midlands (England),West Midlands
33550,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
7548,3,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
33715,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
33413,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
28825,9,East (England),Essex
18195,6,East (England),Essex
6515,2,Yorkshire and The Humber,North Yorkshire
15353,5,Yorkshire and The Humber,North Yorkshire
19959,6,Yorkshire and The Humber,North Yorkshire
20849,7,Yorkshire and The Humber,North Yorkshire
15093,5,North West (England),Lancashire
7473,3,North West (England),Lancashire
17383,6,North West (England),Lancashire
4352,2,North East (England),"Northumberland, Durham and Tyne & Wear"
15731,5,North East (England),"Northumberland, Durham and Tyne & Wear"
29231,9,South West (England),West of England
19596,6,South West (England),West of England
20432,7,South West (England),West of England
12233,4,London,Outer London - West and North West
9651,3,London,Outer London - West and North West
7727,3,London,Outer London - West and North West
4887,2,London,Outer London - West and North West
2939,1,London,Inner London - East
8771,3,South East (England),Kent
20848,7,South East (England),Kent
12099,4,South East (England),Kent
14518,5,South East (England),Kent
5381,2,South East (England),Kent
1663,1,North West (England),Merseyside
24691,8,North West (England),Merseyside
4119,2,North West (England),Merseyside
27154,9,London,Inner London - West
21530,7,London,Inner London - West
13686,5,London,Inner London - West
17487,6,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
32011,10,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
3659,2,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
25563,8,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
28670,9,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
4847,2,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
7703,3,East (England),Cambridgeshire and Peterborough
834,1,East (England),Cambridgeshire and Peterborough
15175,5,East (England),Cambridgeshire and Peterborough
26978,8,East (England),Cambridgeshire and Peterborough
29814,9,East (England),Cambridgeshire and Peterborough
27709,9,East (England),Cambridgeshire and Peterborough
23825,8,East (England),Cambridgeshire and Peterborough
26314,8,East (England),Cambridgeshire and Peterborough
13228,4,East (England),Cambridgeshire and Peterborough
17343,6,East (England),Cambridgeshire and Peterborough
2552,1,East (England),Suffolk
9840,3,East (England),Suffolk
8318,3,East (England),Suffolk
4017,2,East (England),Suffolk
17902,6,East (England),Suffolk
13111,4,East (England),Suffolk
14572,5,East (England),Suffolk
2191,1,East (England),Suffolk
1790,1,East (England),Suffolk
3875,2,East (England),Suffolk
20885,7,London,Inner London - West
24858,8,London,Inner London - West
30574,10,London,Inner London - West
23495,7,East (England),Essex
24795,8,East (England),Essex
17182,6,East (England),Essex
15042,5,East (England),Essex
29225,9,East (England),Essex
27399,9,East (England),Essex
20498,7,East (England),Essex
2617,1,London,Outer London - East and North East
7324,3,London,Outer London - East and North East
4792,2,London,Outer London - East and North East
2624,1,London,Outer London - East and North East
25817,8,South West (England),"North Somerset, Somerset and Dorset"
26938,8,South West (England),"North Somerset, Somerset and Dorset"
8093,3,North West (England),Cumbria
15040,5,North East (England),"Northumberland, Durham and Tyne & Wear"
31733,10,North East (England),"Northumberland, Durham and Tyne & Wear"
2433,1,East Midlands (England),Derbyshire and Nottinghamshire
1255,1,East Midlands (England),Derbyshire and Nottinghamshire
31552,10,East Midlands (England),Derbyshire and Nottinghamshire
31831,10,East Midlands (England),Derbyshire and Nottinghamshire
24470,8,East Midlands (England),Derbyshire and Nottinghamshire
12424,4,East Midlands (England),Derbyshire and Nottinghamshire
5225,2,East Midlands (England),Derbyshire and Nottinghamshire
25061,8,East (England),Cambridgeshire and Peterborough
16435,5,East (England),Cambridgeshire and Peterborough
27120,9,East (England),Cambridgeshire and Peterborough
18919,6,East (England),Cambridgeshire and Peterborough
16878,6,East (England),Cambridgeshire and Peterborough
13371,4,East (England),Cambridgeshire and Peterborough
23014,7,East (England),Cambridgeshire and Peterborough
4468,2,East (England),Cambridgeshire and Peterborough
23696,8,Yorkshire and The Humber,North Yorkshire
25127,8,Yorkshire and The Humber,North Yorkshire
27426,9,Yorkshire and The Humber,North Yorkshire
25744,8,East (England),Bedfordshire and Hertfordshire
30689,10,East (England),Bedfordshire and Hertfordshire
28634,9,East (England),Bedfordshire and Hertfordshire
24787,8,East (England),Bedfordshire and Hertfordshire
20448,7,East (England),Bedfordshire and Hertfordshire
31495,10,North East (England),"Northumberland, Durham and Tyne & Wear"
9919,3,North East (England),"Northumberland, Durham and Tyne & Wear"
3017,1,North East (England),"Northumberland, Durham and Tyne & Wear"
11988,4,South West (England),"North Somerset, Somerset and Dorset"
11054,4,North East (England),"Northumberland, Durham and Tyne & Wear"
4642,2,North East (England),"Northumberland, Durham and Tyne & Wear"
20538,7,London,Inner London - East
5891,2,South East (England),Kent
23157,7,South East (England),Kent
1789,1,South East (England),Kent
2607,1,South East (England),Kent
18811,6,South East (England),Kent
25722,8,South East (England),Kent
4676,2,South East (England),Kent
439,1,North West (England),Greater Manchester
25972,8,North West (England),Greater Manchester
30024,9,North West (England),Greater Manchester
225,1,North West (England),Greater Manchester
4442,2,North West (England),Lancashire
1901,1,North West (England),Lancashire
4634,2,North West (England),Lancashire
1635,1,North West (England),Merseyside
18461,6,South East (England),Hampshire and Isle of Wight
24954,8,South West (England),Devon
28590,9,South West (England),Devon
26128,8,South West (England),Devon
27708,9,South West (England),Devon
4295,2,South East (England),Hampshire and Isle of Wight
17688,6,South East (England),Hampshire and Isle of Wight
14511,5,South West (England),"North Somerset, Somerset and Dorset"
7782,3,South West (England),"North Somerset, Somerset and Dorset"
30803,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
32208,10,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
24286,8,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
13448,4,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
5363,2,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
3162,1,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
7956,3,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
25865,8,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
28522,9,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
33420,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
24452,8,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
32945,10,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
24048,8,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
18276,6,West Midlands (England),"Herefordshire, Worcestershire and Warwickshire"
28819,9,West Midlands (England),Shropshire and Staffordshire
21711,7,Yorkshire and The Humber,South Yorkshire
12141,4,Yorkshire and The Humber,South Yorkshire
19554,6,Yorkshire and The Humber,South Yorkshire
20273,7,Yorkshire and The Humber,South Yorkshire
13846,5,Yorkshire and The Humber,South Yorkshire
11764,4,Yorkshire and The Humber,South Yorkshire
11278,4,Yorkshire and The Humber,South Yorkshire
8672,3,Yorkshire and The Humber,South Yorkshire
630,1,Yorkshire and The Humber,South Yorkshire
7492,3,Yorkshire and The Humber,South Yorkshire
3021,1,Yorkshire and The Humber,South Yorkshire
12667,4,Yorkshire and The Humber,South Yorkshire
14448,5,Yorkshire and The Humber,South Yorkshire
12944,4,Yorkshire and The Humber,South Yorkshire
24700,8,Yorkshire and The Humber,South Yorkshire
20641,7,Yorkshire and The Humber,South Yorkshire
1682,1,Yorkshire and The Humber,South Yorkshire
3725,2,Yorkshire and The Humber,South Yorkshire
28118,9,Yorkshire and The Humber,South Yorkshire
7820,3,North West (England),Lancashire
18423,6,South West (England),"North Somerset, Somerset and Dorset"
10309,4,South West (England),"North Somerset, Somerset and Dorset"
19298,6,South West (England),"North Somerset, Somerset and Dorset"
24618,8,South West (England),"North Somerset, Somerset and Dorset"
15638,5,South West (England),Cornwall and Isles of Scilly
12218,4,South West (England),Cornwall and Isles of Scilly
4133,2,South West (England),Cornwall and Isles of Scilly
23837,8,South West (England),Cornwall and Isles of Scilly
20596,7,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
25704,8,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
8999,3,North West (England),Cheshire
2887,1,North West (England),Cheshire
7966,3,North West (England),Cheshire
6253,2,North West (England),Cheshire
14869,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
16140,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
20643,7,East (England),Bedfordshire and Hertfordshire
28568,9,East (England),Bedfordshire and Hertfordshire
14666,5,East (England),Bedfordshire and Hertfordshire
28749,9,East (England),Bedfordshire and Hertfordshire
24021,8,East (England),Bedfordshire and Hertfordshire
26555,8,East (England),Suffolk
16381,5,East (England),Suffolk
29248,9,East (England),Suffolk
13957,5,London,Inner London - East
15034,5,London,Inner London - East
8241,3,London,Inner London - East
25144,8,London,Inner London - East
10690,4,London,Inner London - East
12341,4,South East (England),"Surrey, East and West Sussex"
15028,5,South East (England),"Surrey, East and West Sussex"
1982,1,North West (England),Greater Manchester
32262,10,South West (England),West of England
33430,10,South West (England),West of England
20913,7,South West (England),West of England
18119,6,South West (England),West of England
6579,2,London,Inner London - East
13626,5,South West (England),West of England
20766,7,South West (England),West of England
16353,5,South West (England),West of England
5570,2,South West (England),West of England
20414,7,South West (England),West of England
13985,5,South West (England),West of England
13748,5,South West (England),West of England
1730,1,South West (England),West of England
1906,1,South West (England),West of England
6598,2,South West (England),West of England
6690,2,South West (England),West of England
11992,4,South West (England),West of England
19153,6,South West (England),West of England
4358,2,South West (England),West of England
3254,1,South West (England),West of England
2845,1,South West (England),West of England
1541,1,South West (England),West of England
29859,9,North West (England),Cheshire
13682,5,North West (England),Cheshire
32829,10,North West (England),Cheshire
32500,10,North West (England),Cheshire
30856,10,North West (England),Cheshire
28155,9,South East (England),Hampshire and Isle of Wight
10665,4,South East (England),Hampshire and Isle of Wight
1882,1,South East (England),Hampshire and Isle of Wight
26754,8,South East (England),Hampshire and Isle of Wight
15615,5,East Midlands (England),"Leicestershire, Rutland and Northamptonshire"
9482,3,East Midlands (England),Derbyshire and Nottinghamshire
7166,3,East Midlands (England),Derbyshire and Nottinghamshire
26232,8,East Midlands (England),Derbyshire and Nottinghamshire
30934,10,East Midlands (England),Derbyshire and Nottinghamshire
32118,10,East Midlands (England),Derbyshire and Nottinghamshire
12763,4,East Midlands (England),Derbyshire and Nottinghamshire
25305,8,East Midlands (England),Derbyshire and Nottinghamshire
22836,7,East Midlands (England),Derbyshire and Nottinghamshire
2748,1,East Midlands (England),Derbyshire and Nottinghamshire
7928,3,East Midlands (England),Derbyshire and Nottinghamshire
6795,3,East Midlands (England),Derbyshire and Nottinghamshire
7511,3,East Midlands (England),Derbyshire and Nottinghamshire
14421,5,East Midlands (England),Derbyshire and Nottinghamshire
8222,3,East Midlands (England),Derbyshire and Nottinghamshire
13225,4,East Midlands (England),Derbyshire and Nottinghamshire
6851,3,East Midlands (England),Derbyshire and Nottinghamshire
21918,7,East Midlands (England),Derbyshire and Nottinghamshire
1775,1,East Midlands (England),Derbyshire and Nottinghamshire
28043,9,East Midlands (England),Derbyshire and Nottinghamshire
16675,5,East Midlands (England),Derbyshire and Nottinghamshire
16561,5,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
16119,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
16944,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
21858,7,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
13924,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
10077,3,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
10680,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
19828,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
33442,10,East (England),Cambridgeshire and Peterborough
31706,10,East (England),Cambridgeshire and Peterborough
25260,8,East (England),Cambridgeshire and Peterborough
24790,8,East (England),Cambridgeshire and Peterborough
11471,4,East (England),Cambridgeshire and Peterborough
19051,6,East (England),Bedfordshire and Hertfordshire
30316,9,East (England),Norfolk
22803,7,East (England),Norfolk
6060,2,East (England),Norfolk
3009,1,East (England),Norfolk
11585,4,East (England),Norfolk
10311,4,East (England),Norfolk
23069,7,East (England),Norfolk
30635,10,East (England),Suffolk
24321,8,East (England),Suffolk
30589,10,East (England),Suffolk
21535,7,East (England),Suffolk
19423,6,East (England),Suffolk
31823,10,East (England),Suffolk
12955,4,East (England),Suffolk
19834,6,East (England),Suffolk
29145,9,East (England),Suffolk
18700,6,East (England),Suffolk
23091,7,East (England),Suffolk
576,1,London,Outer London - West and North West
2365,1,London,Outer London - West and North West
10808,4,London,Outer London - West and North West
15487,5,East (England),Essex
11828,4,East (England),Essex
25081,8,East (England),Essex
26915,8,East (England),Essex
16166,5,East (England),Essex
18003,6,London,Outer London - West and North West
23847,8,North East (England),Tees Valley
667,1,North East (England),Tees Valley
20383,7,North East (England),Tees Valley
1618,1,North East (England),Tees Valley
205,1,North East (England),Tees Valley
408,1,North East (England),Tees Valley
15340,5,North East (England),Tees Valley
3069,1,North East (England),Tees Valley
28485,9,North East (England),Tees Valley
31503,10,North East (England),Tees Valley
29788,9,North East (England),Tees Valley
30983,10,North East (England),Tees Valley
30604,10,North East (England),Tees Valley
22897,7,North East (England),Tees Valley
26312,8,North East (England),Tees Valley
2371,1,London,Outer London - West and North West
5664,2,London,Inner London - East
24887,8,London,Inner London - East
11132,4,London,Inner London - East
24860,8,London,Inner London - East
16345,5,London,Inner London - East
9411,3,London,Inner London - East
31465,10,London,Inner London - East
21653,7,London,Inner London - East
31040,10,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
32912,10,Yorkshire and The Humber,East Yorkshire and Northern Lincolnshire
10574,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
8022,3,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
6182,2,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
12104,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
25504,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
29904,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
31094,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
26760,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
19943,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
26873,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
27474,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
31085,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
22536,7,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
